country,canonical_name,raw_name,category,seen
DE,Bundesamt fur Ausrustung Informationstechnik und Nutzung der Bundeswehr,Bundesamt fur Ausrustung Informationstechnik und Nutzung der Bundeswehr,curated,0
DE,Bundeswehr,Bundeswehr,curated,0
NL,Ministerie van Defensie,Ministerie van Defensie,curated,0
NL,Defensie Materieel Organisatie,Defensie Materieel Organisatie,curated,0
PT,Ministerio da Defesa Nacional,Ministerio da Defesa Nacional,curated,0
RO,Ministerul Apararii Nationale,Ministerul Apararii Nationale,curated,0
CZ,Ministerstvo obrany,Ministerstvo obrany,curated,0
LT,Krasto apsaugos ministerija,Krasto apsaugos ministerija,curated,0
LV,Aizsardzibas ministrija,Aizsardzibas ministrija,curated,0
EE,Kaitseministeerium,Kaitseministeerium,curated,0
